gene_name	label
TRDMT1	0
VIM	1
ST8SIA6	1
STAM	0
TMEM236	-1
MRC1	1
SLC39A12	0
CACNB2	0
NSUN6	0
ARL5B	0
PLXDC2	0
NEBL	0
SKIDA1	0
MLLT10	1
DNAJC1	0
COMMD3	0
COMMD3-BMI1	-1
BMI1	0
SPAG6	0
PIP4K2A	0
ARMC3	0
PTF1A	0
OTUD1	0
KIAA1217	0
ARHGAP21	0
PRTFDC1	0
ENKUR	0
THNSL1	0
GPR158	0
MYO3A	0
GAD2	0
APBB1IP	0
PDSS1	0
ABI1	0
ANKRD26	0
YME1L1	0
MASTL	0
ACBD5	0
RAB18	0
MKX	0
ARMC4	-1
MPP7	0
WAC	0
BAMBI	0
LYZL1	-1
SVIL	0
MTPAP	0
MAP3K8	0
LYZL2	0
ZNF438	0
ZEB1	0
ARHGAP12	0
KIF5B	0
EPC1	0
CCDC7	0
ITGB1	0
NRP1	0
PARD3	0
CUL2	0
CREM	0
CCNY	1
GJD4	0
FZD8	0
ANKRD30A	0
ZNF248	-1
ZNF25	0
ZNF33A	0
ZNF37A	0
ZNF33B	0
BMS1	0
RET	1
CSGALNACT2	0
RASGEF1A	0
FXYD4	0
HNRNPF	0
ZNF487	-1
ZNF239	0
ZNF485	-1
ZNF32	0
TMEM72	-1
RASSF4	0
ZNF22	0
OR13A1	-1
ALOX5	0
ZFAND4	-1
TIMM23	0
ANTXRL	-1
ANXA8L1	0
NPY4R	0
FAM25C	-1
FRMPD2	0
MAPK8	1
ARHGAP22	0
WDFY4	0
LRRC18	0
VSTM4	-1
FAM170B	-1
C10orf71	-1
DRGX	0
ERCC6	0
CHAT	0
SLC18A3	0
C10orf53	-1
OGDHL	0
PARG	0
AGAP6	-1
ASAH2	0
SGMS1	0
A1CF	0
PRKG1	0
CSTF2T	0
MBL2	0
PCDH15	0
ZWINT	0
IPMK	0
CISD1	0
UBE2D1	0
BICC1	0
PHYHIPL	-1
FAM13C	-1
SLC16A9	0
CCDC6	0
ANK3	0
CDK1	1
RHOBTB1	0
TMEM26	0
ARID5B	0
RTKN2	0
ZNF365	0
ADO	0
EGR2	0
NRBF2	0
JMJD1C	0
REEP3	0
CTNNA3	0
LRRTM3	0
DNAJC12	0
SIRT1	0
HERC4	0
MYPN	0
PBLD	0
HNRNPH3	0
RUFY2	0
DNA2	0
SLC25A16	0
TET1	1
CCAR1	0
STOX1	0
DDX50	0
DDX21	0
SRGN	0
VPS26A	0
SUPV3L1	0
HKDC1	0
HK1	0
TACR2	0
TSPAN15	0
NEUROG3	0
COL13A1	0
AIFM2	0
TYSND1	0
SAR1A	0
PPA1	1
LRRC20	0
EIF4EBP2	0
NODAL	0
PALD1	0
PRF1	0
ADAMTS14	0
TBATA	0
SGPL1	0
PCBD1	0
UNC5B	0
SLC29A3	0
CDH23	0
C10orf105	-1
PSAP	0
CHST3	0
SPOCK2	0
ASCC1	0
ANAPC16	0
DDIT4	0
DNAJB12	0
MICU1	0
MCU	0
OIT3	0
PLA2G12B	0
P4HA1	0
NUDT13	0
ECD	0
FAM149B1	0
DNAJC9	0
ANXA7	0
MSS51	0
PPP3CB	0
USP54	-1
MYOZ1	0
SYNPO2L	-1
AGAP5	-1
SEC24C	0
FUT11	0
CHCHD1	0
ZSWIM8	0
NDST2	0
CAMK2G	0
PLAU	0
VCL	0
AP3M1	0
ADK	0
KAT6B	0
DUPD1	-1
DUSP13	0
SAMD8	0
VDAC2	0
ZNF503	0
KCNMA1	0
DLG5	0
POLR3A	0
RPS24	0
ZMIZ1	0
PPIF	0
EIF5AL1	0
SFTPA1	0
NUTM2B	-1
SFTPD	0
TMEM254	-1
PLAC9	0
ANXA11	0
MAT1A	1
DYDC1	0
DYDC2	-1
SH2D4B	-1
NRG3	0
GHITM	0
C10orf99	0
CDHR1	0
LRIT2	-1
RGR	0
LRIT1	0
CCSER2	0
GRID1	0
OPN4	0
LDB3	0
BMPR1A	0
MMRN2	0
ADIRF	0
GLUD1	0
NUTM2D	-1
MINPP1	0
PAPSS2	0
ATAD1	0
KLLN	0
PTEN	1
RNLS	0
LIPJ	0
LIPF	0
LIPK	0
LIPN	0
LIPM	0
STAMBPL1	0
ACTA2	0
FAS	1
CH25H	0
LIPA	0
IFIT2	0
IFIT3	0
IFIT1	0
IFIT5	0
SLC16A12	0
PANK1	0
KIF20B	0
HTR7	0
RPP30	0
ANKRD1	0
PCGF5	0
HECTD2	0
PPP1R3C	0
TNKS2	0
FGFBP3	0
BTAF1	0
CPEB3	0
IDE	0
KIF11	0
HHEX	0
EXOC6	0
CYP26C1	0
CYP26A1	0
MYOF	0
CEP55	0
FFAR4	0
RBP4	0
PDE6C	0
FRA10AC1	0
LGI1	0
SLC35G1	0
PLCE1	0
NOC3L	0
TBC1D12	0
HELLS	0
CYP2C18	0
CYP2C19	0
CYP2C9	0
CYP2C8	0
PDLIM1	0
SORBS1	0
ALDH18A1	0
TCTN3	0
ENTPD1	0
CC2D2B	-1
CCNJ	0
BLNK	1
DNTT	1
OPALIN	0
TLL2	0
TM9SF3	0
PIK3AP1	0
LCOR	0
SLIT1	0
ARHGAP19	0
RRP12	0
PGAM1	0
ZDHHC16	0
MMS19	0
ANKRD2	0
HOGA1	0
C10orf62	-1
MORN4	0
PI4K2A	0
AVPI1	0
ZFYVE27	0
SFRP5	0
GOLGA7B	0
CRTAC1	0
R3HCC1L	0
LOXL4	0
PYROXD2	0
HPS1	0
HPSE2	0
CNNM1	0
GOT1	0
SLC25A28	0
ENTPD7	0
COX15	0
ABCC2	0
DNMBP	0
CPN1	0
ERLIN1	0
CHUK	0
CWF19L1	0
BLOC1S2	0
PKD2L1	0
SCD	0
WNT8B	0
SEC31B	0
NDUFB8	0
HIF1AN	0
PAX2	0
MRPL43	0
SEMA4G	0
LZTS2	0
PDZD7	0
SFXN3	0
KAZALD1	0
LBX1	0
BTRC	0
DPCD	0
POLL	0
FBXW4	0
FGF8	0
NPM3	0
KCNIP2	0
HPS6	0
LDB1	0
PPRC1	0
NOLC1	0
ELOVL3	0
PITX3	0
GBF1	0
NFKB2	1
PSD	0
CUEDC2	0
C10orf95	0
ACTR1A	0
SUFU	0
TRIM8	0
ARL3	0
SFXN2	0
WBP1L	1
CYP17A1	0
AS3MT	0
CNNM2	0
NT5C2	0
INA	0
PCGF6	0
TAF5	0
PDCD11	0
CALHM2	0
CALHM1	0
CALHM3	0
SH3PXD2A	0
SLK	0
COL17A1	0
SFR1	0
GSTO1	0
GSTO2	0
ITPRIP	0
SORCS3	0
SORCS1	0
XPNPEP1	0
ADD3	0
MXI1	0
SMNDC1	0
SMC3	0
RBM20	0
PDCD4	0
SHOC2	0
ADRA2A	0
GPAM	0
TECTB	0
ACSL5	0
ZDHHC6	0
VTI1A	0
TCF7L2	0
HABP2	0
NRAP	0
CASP7	0
PLEKHS1	-1
DCLRE1A	0
NHLRC2	0
TDRD1	0
VWA2	0
AFAP1L2	0
ABLIM1	0
FAM160B1	-1
TRUB1	0
ATRNL1	0
GFRA1	0
CCDC172	-1
PNLIPRP3	-1
PNLIP	0
PNLIPRP1	0
C10orf82	0
HSPA12A	0
VAX1	0
KCNK18	0
SLC18A2	0
PDZD8	0
EMX2	0
RAB11FIP2	0
FAM204A	0
PRLHR	0
CACUL1	0
NANOS1	0
EIF3A	0
SFXN4	0
PRDX3	0
GRK5	0
RGS10	0
TIAL1	0
BAG3	0
INPP5F	0
MCMBP	0
SEC23IP	0
WDR11	0
FGFR2	1
ATE1	0
NSMCE4A	0
TACC2	0
BTBD16	-1
PLEKHA1	0
HTRA1	0
DMBT1	0
C10orf120	-1
CUZD1	0
FAM24B	-1
C10orf88	-1
PSTK	0
IKZF5	0
ACADSB	0
HMX3	0
BUB3	0
GPR26	0
CPXM2	0
CHST15	0
OAT	0
NKX1-2	-1
FAM53B	0
ZRANB1	0
CTBP2	0
TEX36	-1
MMP21	0
UROS	0
BCCIP	0
DHX32	0
FANK1	0
ADAM12	0
C10orf90	0
DOCK1	0
FOXI2	0
CLRN3	-1
PTPRE	0
MKI67	1
MGMT	0
EBF3	0
GLRX3	0
TCERG1L	-1
PPP2R2D	0
BNIP3	0
JAKMIP3	0
STK32C	-1
LRRC27	-1
PWWP2B	-1
INPP5A	0
NKX6-2	0
KNDC1	0
ADAM8	0
TUBGCP2	0
ZNF511	-1
PRAP1	0
ECHS1	0
PAOX	0
CYP2E1	0
SYCE1	0
FRG2B	-1
BET1L	0
ODF3	0
RIC8A	0
SIRT3	0
PSMD13	0
NLRP6	0
IFITM5	0
IFITM2	0
IFITM1	0
IFITM3	0
B4GALNT4	0
PKP3	0
ANO9	-1
PTDSS2	0
RNH1	0
HRAS	1
RASSF7	0
PHRF1	0
CDHR5	0
DRD4	0
DEAF1	0
EPS8L2	0
TMEM80	0
TALDO1	0
CEND1	0
SLC25A22	0
RPLP2	0
PNPLA2	0
CD151	0
POLR2L	0
TSPAN4	0
AP2A2	0
MUC6	0
MUC2	0
MUC5AC	0
MUC5B	0
TOLLIP	0
BRSK2	0
DUSP8	0
KRTAP5-1	0
KRTAP5-2	-1
KRTAP5-4	-1
KRTAP5-5	-1
IFITM10	0
CTSD	0
SYT8	0
TNNI2	0
LSP1	0
TNNT3	0
IGF2	0
INS-IGF2	-1
INS	0
TH	0
C11orf21	0
TSPAN32	0
CD81	0
TSSC4	0
TRPM5	0
KCNQ1	0
CDKN1C	0
SLC22A18	0
NAP1L4	0
OSBPL5	0
MRGPRG	0
MRGPRE	0
ZNF195	0
ART5	0
ART1	0
CHRNA10	0
NUP98	0
PGAP2	0
STIM1	0
RRM1	0
OR52B4	-1
TRIM21	0
OR52K2	-1
OR52K1	-1
OR52M1	-1
OR52I2	-1
OR52I1	-1
TRIM68	0
OR51D1	-1
OR51E1	0
OR51E2	0
MMP26	0
OR51F1	-1
OR52R1	-1
OR51F2	-1
OR51T1	-1
OR51A7	-1
OR51G2	-1
OR51G1	0
OR51A4	-1
OR51A2	-1
OR52J3	-1
OR52E2	-1
OR52A5	-1
OR52A1	-1
OR51V1	-1
HBB	1
HBG1	0
HBG2	1
OR51B4	-1
OR51B5	-1
OR51B2	-1
OR51B6	-1
OR51M1	-1
OR51Q1	-1
OR51I1	-1
OR52D1	-1
UBQLN3	0
UBQLNL	0
OR52H1	-1
OR52B6	-1
TRIM6	0
TRIM6-TRIM34	-1
TRIM5	0
TRIM22	0
OR56B1	-1
OR52N4	-1
OR52N5	-1
OR52N1	-1
OR52N2	-1
OR52E6	-1
OR52E8	-1
OR52E4	-1
OR56A3	-1
OR52L1	-1
OR56A4	-1
OR56A1	-1
OR56B4	-1
OR52B2	-1
OR52W1	-1
FAM160A2	-1
CNGA4	0
CCKBR	0
SMPD1	0
APBB1	0
HPX	0
TRIM3	0
ARFIP2	0
TIMM10B	0
DNHD1	0
RRP8	0
ILK	1
TPP1	0
DCHS1	0
OR2AG2	-1
OR2AG1	-1
OR6A2	0
OR10A5	0
OR10A2	-1
OR10A4	-1
OR2D2	0
OR2D3	-1
ZNF215	0
ZNF214	0
NLRP14	0
RBMXL2	0
SYT9	0
OLFML1	-1
PPFIBP2	0
CYB5R2	0
OR5P2	-1
OR5P3	-1
OR10A6	0
OR10A3	-1
NLRP10	0
EIF3F	0
TUB	0
RIC3	0
LMO1	0
STK33	0
TRIM66	0
RPL27A	0
AKIP1	0
C11orf16	-1
ASCL3	0
TMEM9B	-1
NRIP3	0
SCUBE2	0
DENND5A	0
TMEM41B	0
IPO7	0
ZNF143	0
WEE1	0
SWAP70	0
SBF2	0
AMPD3	0
LYVE1	0
MRVI1	-1
CTR9	0
EIF4G2	0
ZBED5	0
GALNT18	0
CSNK2A3	-1
USP47	0
DKK3	0
MICAL2	0
PARVA	0
TEAD1	0
ARNTL	0
BTBD10	0
PTH	0
FAR1	0
RRAS2	0
COPB1	0
PSMA1	0
PDE3B	0
CYP2R1	0
CALCA	0
INSC	0
SOX6	0
C11orf58	0
PLEKHA7	0
PIK3C2A	0
NUCB2	0
NCR3LG1	0
KCNJ11	0
ABCC8	0
USH1C	0
OTOG	0
KCNC1	0
SERGEF	0
TPH1	0
SAAL1	-1
MRGPRX3	1
MRGPRX4	0
SAA2	0
HPS5	0
GTF2H1	0
LDHA	0
LDHC	0
LDHAL6A	0
TSG101	0
UEVLD	0
SPTY2D1	-1
TMEM86A	0
IGSF22	-1
PTPN5	0
MRGPRX1	0
MRGPRX2	0
ZDHHC13	0
CSRP3	0
E2F8	0
NAV2	0
DBX1	-1
HTATIP2	0
PRMT3	0
SLC6A5	0
NELL1	0
ANO5	0
SLC17A6	0
FANCF	0
GAS2	0
SVIP	-1
LUZP2	0
ANO3	0
MUC15	0
SLC5A12	0
FIBIN	0
BBOX1	0
CCDC34	0
LGR4	0
LIN7C	0
BDNF	0
KIF18A	0
METTL15	0
KCNA4	0
FSHB	0
ARL14EP	0
MPPED2	0
DCDC1	0
DNAJC24	0
IMMP1L	0
ELP4	0
PAX6	0
RCN1	0
WT1	1
EIF3M	0
CCDC73	0
QSER1	0
DEPDC7	0
TCP11L1	0
CSTF3	0
HIPK3	0
KIAA1549L	0
CD59	1
FBXO3	0
LMO2	0
CAPRIN1	0
NAT10	0
ABTB2	0
CAT	0
ELF5	0
EHF	0
PDHX	0
CD44	1
SLC1A2	0
PAMR1	-1
FJX1	0
TRIM44	0
LDLRAD3	0
COMMD9	0
PRR5L	0
TRAF6	0
RAG1	0
RAG2	1
LRRC4C	0
API5	0
TTC17	0
HSD17B12	0
ALKBH3	0
ACCSL	-1
ACCS	0
EXT2	0
ALX4	0
TSPAN18	0
TP53I11	0
PRDM11	0
SYT13	0
CHST1	0
SLC35C1	0
CRY2	0
MAPK8IP1	0
PEX16	0
PHF21A	0
CREB3L1	0
DGKZ	0
MDK	0
CHRM4	0
AMBRA1	0
ATG13	0
ARHGAP1	0
ZNF408	0
F2	1
CKAP5	0
LRP4	0
C11orf49	-1
ARFGAP2	0
PACSIN3	1
DDB2	0
ACP2	0
NR1H3	0
MADD	0
MYBPC3	0
SPI1	1
SLC39A13	0
PSMC3	1
RAPSN	0
CELF1	0
NDUFS3	0
KBTBD4	0
FAM180B	0
C1QTNF4	0
MTCH2	0
AGBL2	0
FNBP4	0
NUP160	0
PTPRJ	0
OR4B1	-1
OR4X2	-1
OR4X1	-1
OR4S1	-1
OR4C3	-1
OR4A47	-1
TRIM49B	-1
FOLH1	0
OR4C12	-1
TRIM48	-1
OR4A15	-1
OR4C15	-1
OR4C16	-1
OR4P4	-1
OR4S2	-1
OR4C6	-1
OR5D13	-1
OR5D14	-1
OR5L1	-1
OR5D18	-1
OR5L2	-1
OR5D16	-1
TRIM51	-1
OR5W2	-1
OR5I1	0
OR10AG1	-1
OR5F1	0
OR5AS1	-1
OR8I2	-1
OR8H2	-1
OR8H3	-1
OR8K5	-1
OR5J2	-1
OR5T2	-1
OR5T3	-1
OR5T1	0
OR8H1	-1
OR8K3	-1
OR8K1	-1
OR8J1	-1
OR8U1	0
OR5R1	-1
OR5M9	-1
OR5M3	-1
OR5M8	-1
OR5M11	-1
OR5M10	-1
OR5M1	-1
OR5AP2	-1
OR5AR1	-1
OR9G1	0
OR9G4	-1
OR5AK2	-1
LRRC55	0
APLNR	0
TNKS1BP1	0
SSRP1	0
P2RX3	0
PRG2	0
SLC43A3	0
RTN4RL2	0
SLC43A1	0
TIMM10	0
SMTNL1	0
UBE2L6	0
SERPING1	0
ZDHHC5	0
MED19	0
TMX2	0
BTBD18	-1
CTNND1	0
OR9Q1	-1
OR9Q2	-1
OR1S2	-1
OR1S1	-1
OR10Q1	-1
OR10W1	-1
OR5B17	-1
OR5B3	-1
OR5B2	-1
OR5B12	-1
OR5B21	-1
LPXN	0
ZFP91	0
CNTF	0
GLYAT	0
GLYATL2	0
GLYATL1	0
FAM111B	0
FAM111A	0
DTX4	0
MPEG1	0
OR5AN1	0
OR5A2	-1
OR4D6	-1
OR4D10	-1
OR4D9	-1
OSBP	0
PATL1	0
OR10V1	0
STX3	0
TCN1	0
MS4A3	1
MS4A2	0
MS4A6A	0
MS4A4A	0
MS4A7	0
MS4A14	-1
MS4A1	1
MS4A12	0
MS4A8	0
MS4A15	-1
MS4A10	0
CCDC86	0
PTGDR2	0
ZP1	0
PRPF19	0
TMEM109	0
TMEM132A	0
SLC15A3	0
CD6	1
CD5	1
VPS37C	0
PGA3	0
PGA5	0
VWCE	0
DDB1	0
TMEM138	0
TMEM216	0
CPSF7	-1
SDHAF2	0
PPP1R32	0
LRRC10B	-1
SYT7	0
DAGLA	0
MYRF	0
TMEM258	0
FEN1	0
FADS2	0
FADS1	0
FADS3	0
RAB3IL1	-1
BEST1	0
INCENP	0
SCGB2A1	0
SCGB2A2	0
ASRGL1	0
SCGB1A1	0
AHNAK	0
EEF1G	0
TUT1	0
MTA2	0
EML3	0
ROM1	0
B3GAT3	0
GANAB	0
INTS5	0
UBXN1	0
BSCL2	0
HNRNPUL2	0
TTC9C	-1
ZBTB3	0
POLR2G	0
TAF6L	0
TMEM179B	0
NXF1	0
STX5	0
WDR74	0
SLC3A2	0
CHRM1	0
SLC22A6	0
SLC22A8	0
SLC22A24	0
SLC22A10	0
SLC22A25	0
SLC22A9	0
LGALS12	0
ATL3	0
RTN3	0
MARK2	0
RCOR2	0
NAA40	-1
OTUB1	0
MACROD1	0
STIP1	0
FERMT3	0
TRPT1	0
NUDT22	-1
DNAJC4	0
VEGFB	0
FKBP2	0
PLCB3	0
BAD	1
GPR137	0
KCNK4	0
ESRRA	0
TRMT112	0
PRDX5	0
CCDC88B	0
RPS6KA4	0
SLC22A11	0
SLC22A12	0
NRXN2	0
RASGRP2	0
PYGM	0
SF1	0
MAP4K2	0
MEN1	0
CDC42BPG	0
EHD1	0
ATG2A	0
PPP2R5B	0
BATF2	0
ARL2	0
SNX15	0
NAALADL1	0
ZFPL1	0
VPS51	0
TM7SF2	0
FAU	0
SYVN1	0
MRPL49	0
SPDYC	0
CAPN1	0
POLA2	0
CDC42EP2	0
DPF2	0
TIGD3	0
SLC25A45	0
FRMD8	0
SCYL1	1
LTBP3	0
EHBP1L1	0
KCNK7	0
MAP3K11	0
SIPA1	0
RELA	0
KAT5	0
RNASEH2C	0
AP5B1	0
OVOL1	0
CFL1	0
SNX32	-1
MUS81	0
EFEMP2	0
CTSW	0
FIBP	0
FOSL1	0
C11orf68	-1
DRAP1	0
SART1	0
EIF1AD	0
BANF1	0
CATSPER1	0
GAL3ST3	0
SF3B2	0
PACS1	0
KLC2	0
RAB1B	0
YIF1A	0
TMEM151A	0
CD248	0
RIN1	0
BRMS1	0
SLC29A2	0
NPAS4	0
MRPL11	0
PELI3	0
DPP3	0
BBS1	0
ZDHHC24	0
CTSF	0
CCDC87	-1
CCS	0
RBM14	0
RBM4	0
RBM4B	0
SPTBN2	0
C11orf80	0
RCE1	0
PC	0
LRFN4	0
SYT12	0
KDM2A	0
ANKRD13D	0
SSH3	0
RAD9A	0
POLD4	0
CLCF1	0
TBC1D10C	0
CARNS1	0
RPS6KB2	0
CORO1B	0
CABP4	0
TMEM134	-1
AIP	0
PITPNM1	0
CDK2AP2	0
CABP2	0
GSTP1	0
NDUFV1	0
NUDT8	-1
TBX10	0
ACY3	0
ALDH3B2	0
UNC93B1	0
ALDH3B1	0
NDUFS8	0
TCIRG1	0
CHKA	0
C11orf24	0
LRP5	0
PPP6R3	0
GAL	1
CPT1A	0
MRPL21	0
IGHMBP2	0
MRGPRF	0
TPCN2	0
MYEOV	0
CCND1	1
FGF3	0
ANO1	0
PPFIA1	0
CTTN	0
SHANK2	0
DHCR7	0
NADSYN1	0
KRTAP5-7	-1
KRTAP5-8	0
KRTAP5-9	0
KRTAP5-10	0
KRTAP5-11	-1
DEFB108B	-1
RNF121	0
NUMA1	0
LRTOMT	0
LAMTOR1	0
FOLR3	0
FOLR1	0
INPPL1	0
CLPB	1
PDE2A	0
ARAP1	0
STARD10	0
ATG16L2	0
FCHSD2	0
P2RY2	0
P2RY6	0
ARHGEF17	0
RELT	0
FAM168A	0
PLEKHB1	0
RAB6A	0
MRPL48	0
COA4	0
PAAF1	-1
DNAJB13	0
UCP2	0
UCP3	0
C2CD3	0
PPME1	0
P4HA3	0
PGM2L1	0
LIPT2	0
POLD3	0
CHRDL2	0
RNF169	0
XRRA1	0
SPCS2	0
NEU3	0
OR2AT4	-1
SLCO2B1	0
ARRB1	0
RPS3	0
KLHL35	0
GDPD5	0
MAP6	0
MOGAT2	0
DGAT2	0
UVRAG	0
WNT11	0
LRRC32	0
TSKU	0
ACER3	0
B3GNT6	0
CAPN5	0
MYO7A	0
GDPD4	-1
PAK1	0
CLNS1A	0
AQP11	0
RSF1	0
AAMDC	-1
INTS4	0
KCTD14	-1
THRSP	0
NDUFC2	0
ALG8	0
KCTD21	0
USP35	-1
GAB2	0
NARS2	0
TENM4	0
PRCP	0
RAB30	0
PCF11	0
ANKRD42	-1
CCDC90B	0
DLG2	0
TMEM126B	0
TMEM126A	0
CREBZF	0
CCDC89	-1
SYTL2	0
CCDC83	-1
PICALM	1
EED	1
CCDC81	-1
ME3	0
PRSS23	0
FZD4	0
TMEM135	0
RAB38	0
CTSC	0
GRM5	0
TYR	0
NOX4	0
TRIM77	-1
TRIM49	0
TRIM49C	-1
NAALAD2	0
CHORDC1	0
FAT3	1
MTNR1B	0
SLC36A4	0
TAF1D	0
C11orf54	0
MED17	0
VSTM5	-1
HEPHL1	0
PANX1	0
GPR83	0
ANKRD49	1
PIWIL4	0
AMOTL1	0
CWC15	-1
KDM4D	0
KDM4E	0
ENDOD1	0
SESN3	0
FAM76B	-1
CEP57	0
MTMR2	0
MAML2	1
CCDC82	-1
JRKL	0
CNTN5	0
ARHGAP42	0
PGR	1
TRPC6	0
ANGPTL5	0
YAP1	0
BIRC3	1
BIRC2	1
TMEM123	0
MMP7	0
MMP20	0
MMP27	0
MMP8	0
MMP10	0
MMP1	0
MMP3	0
MMP13	0
DCUN1D5	0
DYNC2H1	0
PDGFD	0
DDI1	-1
CASP4	0
CASP5	0
CASP1	1
CARD16	0
CARD17	0
CARD18	0
GRIA4	0
MSANTD4	0
KBTBD3	-1
AASDHPPT	0
GUCY1A2	0
CWF19L2	-1
ALKBH8	0
ELMOD1	0
SLC35F2	-1
RAB39A	-1
CUL5	0
ACAT1	0
NPAT	0
ATM	1
C11orf65	-1
EXPH5	0
DDX10	1
C11orf87	-1
RDX	0
ZC3H12C	0
FDX1	0
ARHGAP20	0
COLCA2	0
POU2AF1	0
BTG4	0
C11orf88	-1
LAYN	0
SIK2	0
PPP2R1B	0
ALG9	0
FDXACB1	-1
C11orf1	-1
C11orf52	-1
DIXDC1	0
DLAT	0
PIH1D2	0
TIMM8B	0
IL18	1
BCO2	0
PTS	0
NCAM1	1
TTC12	0
ANKK1	0
DRD2	0
TMPRSS5	0
ZW10	0
USP28	0
HTR3B	0
HTR3A	0
ZBTB16	1
C11orf71	0
RBM7	0
REXO2	0
NXPE1	-1
NXPE4	0
NXPE2	-1
CADM1	0
BUD13	-1
APOA5	0
APOA4	0
APOC3	0
APOA1	0
SIK3	0
PAFAH1B2	0
SIDT2	0
TAGLN	0
PCSK7	0
RNF214	-1
BACE1	0
CEP164	0
DSCAML1	0
FXYD6-FXYD2	-1
FXYD6	0
TMPRSS13	0
IL10RA	0
TMPRSS4	0
SCN4B	0
SCN2B	0
MPZL2	0
CD3E	0
CD3G	0
UBE4A	0
KMT2A	0
TTC36	-1
TMEM25	0
IFT46	-1
ARCN1	0
PHLDB1	0
TREH	0
DDX6	0
CXCR5	0
BCL9L	0
UPK2	0
FOXR1	0
CCDC84	-1
RPS25	0
TRAPPC4	0
SLC37A4	0
HYOU1	0
VPS11	0
HMBS	1
DPAGT1	0
C2CD2L	0
ABCG4	0
NLRX1	0
PDZD3	0
CCDC153	-1
CBL	1
MCAM	0
RNF26	0
C1QTNF5	0
MFRP	0
USP2	0
THY1	1
TRIM29	0
OAF	-1
POU2F3	0
ARHGEF12	0
GRIK4	0
TBCEL	0
TECTA	0
SC5D	0
SORL1	0
BLID	0
UBASH3B	0
CRTAM	0
BSX	0
HSPA8	1
CLMP	0
GRAMD1B	0
SCN3B	0
ZNF202	0
OR6X1	-1
OR6M1	-1
TMEM225	-1
OR8D4	-1
OR4D5	-1
OR6T1	-1
OR10S1	-1
OR10G9	-1
OR10G8	-1
OR10G7	-1
VWA5A	0
OR10D3	-1
OR8G5	-1
OR8D1	-1
OR8D2	-1
OR8B4	-1
OR8B8	-1
OR8B12	-1
OR8A1	-1
PANX3	0
TBRG1	0
SIAE	0
SPA17	0
NRGN	0
ESAM	0
MSANTD2	-1
ROBO3	0
ROBO4	0
HEPACAM	0
CCDC15	0
SLC37A2	0
TMEM218	0
PKNOX2	0
FEZ1	0
EI24	0
STT3A	0
CHEK1	0
ACRV1	0
PATE1	0
PATE2	-1
PATE3	-1
PATE4	-1
HYLS1	0
DDX25	0
CDON	0
RPUSD4	0
FAM118B	0
FOXRED1	0
TIRAP	0
DCPS	0
ST3GAL4	0
KIRREL3	0
ETS1	0
FLI1	1
KCNJ1	0
KCNJ5	0
C11orf45	-1
TP53AIP1	0
ARHGAP32	0
BARX2	0
TMEM45B	0
NFRKB	0
PRDM10	0
APLP2	0
ST14	0
ZBTB44	0
ADAMTS8	0
ADAMTS15	0
SNX19	-1
NTM	0
OPCML	0
SPATA19	0
IGSF9B	0
JAM3	0
NCAPD3	0
VPS26B	0
THYN1	0
ACAD8	0
GLB1L3	-1
GLB1L2	0
B3GAT1	1
IQSEC3	0
SLC6A12	0
SLC6A13	0
KDM5A	0
CCDC77	-1
B4GALNT3	0
NINJ2	0
WNK1	0
RAD52	0
ERC1	0
WNT5B	0
FBXL14	0
ADIPOR2	0
CACNA2D4	0
LRTM2	-1
DCP1B	0
CACNA1C	0
FKBP4	0
ITFG2	0
NRIP2	-1
FOXM1	0
RHNO1	0
TULP3	0
TEAD4	0
PRMT8	0
PARP11	0
CCND2	1
FGF23	0
FGF6	0
C12orf4	0
RAD51AP1	0
DYRK4	0
AKAP3	0
NDUFA9	0
GALNT8	0
KCNA6	0
KCNA1	0
KCNA5	0
NTF3	0
ANO2	0
VWF	0
CD9	1
PLEKHG6	0
TNFRSF1A	1
SCNN1A	0
LTBR	0
CD27	0
TAPBPL	0
VAMP1	1
MRPL51	0
NCAPD2	0
GAPDH	1
IFFO1	0
NOP2	0
CHD4	0
LPAR5	0
ACRBP	0
ING4	0
ZNF384	0
PIANP	0
COPS7A	0
PTMS	0
LAG3	0
CD4	1
GPR162	-1
GNB3	0
CDCA3	0
USP5	0
TPI1	0
SPSB2	0
LRRC23	0
ATN1	0
C12orf57	0
PHB2	1
EMG1	0
LPCAT3	0
C1S	0
C1R	0
C1RL	0
CLSTN3	0
PEX5	0
ACSM4	0
CD163L1	0
CD163	0
APOBEC1	0
GDF3	0
DPPA3	0
CLEC4C	0
NANOGNB	-1
NANOG	0
SLC2A14	0
SLC2A3	0
FOXJ2	0
C3AR1	0
NECAP1	0
CLEC4A	0
ZNF705A	-1
CLEC6A	0
CLEC4D	0
CLEC4E	0
AICDA	0
MFAP5	0
RIMKLB	0
A2ML1	0
PHC1	0
M6PR	0
KLRG1	0
A2M	0
PZP	0
KLRB1	0
CLEC2D	0
CLECL1	0
CD69	1
KLRF1	0
CLEC2B	0
CLEC2A	0
CLEC12A	0
CLEC1B	0
CLEC12B	0
CLEC9A	0
CLEC1A	0
CLEC7A	0
OLR1	0
TMEM52B	0
GABARAPL1	0
KLRD1	0
KLRC4-KLRK1	-1
KLRC3	0
KLRC2	0
KLRC1	0
MAGOHB	0
STYK1	0
YBX3	0
TAS2R7	0
TAS2R8	0
TAS2R9	0
PRH1	0
TAS2R10	0
PRR4	0
